,Name,Year,Kilometers_Driven,Fuel_Type,Owner_Type,Price
3429,Tata Indigo LS,2008,99000,Diesel,Second,160000
3430,Renault Duster 110PS,2014,142000,Diesel,Second,600000
3431,Hyundai i10 Sportz,2010,26966,Petrol,First,300000
3432,Honda Jazz 1.2,2015,27628,Petrol,First,495000
3433,Maruti SX4 S,2016,82497,Diesel,First,899000
3434,Honda Accord VTi-L,2007,86000,Petrol,Third,185000
3435,Volkswagen Polo Petrol,2016,26981,Petrol,First,616000
3436,Maruti Ritz VDi,2010,110471,Diesel,First,350000
3437,Honda Amaze S,2014,69000,Petrol,First,450000
3438,Hyundai i20 1.2,2017,12000,Petrol,First,775000
3439,Renault Duster 85PS,2014,77500,Diesel,First,660000
3440,Hyundai Grand i10,2014,48031,Petrol,First,498000
3441,BMW 3 Series,2008,170000,Diesel,Third,975000
3442,Ford Ecosport 1.5,2014,69565,Diesel,First,555000
3443,Volkswagen Vento 1.5,2016,45492,Diesel,First,1030000
3444,Honda Accord 2.4,2011,85000,Petrol,Second,750000
3445,Chevrolet Aveo 1.4,2008,55902,Petrol,First,180000
3446,Volkswagen Polo 1.2,2017,18500,Petrol,First,625000
3447,Mahindra Xylo D4,2015,129750,Diesel,Second,680000
3448,Hyundai i10 Magna,2009,50902,Petrol,First,300000
3449,Mahindra XUV500 W8,2015,84725,Diesel,First,1160000
3450,Hyundai Elantra CRDi,2013,40000,Diesel,Second,695000
3451,Volkswagen Passat 1.8,2010,60000,Petrol,Third,350000
3452,Hyundai Grand i10,2014,33496,Petrol,First,550000
3453,Hyundai i20 Asta,2015,25000,Petrol,First,565000
3454,Chevrolet Enjoy TCDi,2013,71000,Diesel,First,325000
3455,Skoda Rapid 1.6,2015,20826,Petrol,First,772000
3456,Hyundai Creta 1.6,2016,42244,Diesel,First,1200000
3457,Chevrolet Beat Diesel,2013,98598,Diesel,First,155000
3458,Toyota Fortuner 3.0,2011,62100,Diesel,First,1075000
3459,Hyundai i20 Sportz,2016,44238,Petrol,First,672000
3460,Audi Q7 3.0,2012,91743,Diesel,First,2855000
3461,Honda City i,2016,36891,Petrol,First,1049000
3462,Mahindra Quanto C4,2012,90049,Diesel,First,380000
3463,Audi A4 2.0,2012,74002,Diesel,First,1850000
3464,Hyundai Sonata Transform,2013,41000,Petrol,First,600000
3465,Hyundai Verna 1.6,2012,83678,Diesel,First,550000
3466,Maruti Wagon R,2010,91000,Petrol,First,229999
3467,Maruti Ertiga SHVS,2016,50000,Diesel,First,869999
3468,Hyundai Xcent 1.1,2015,58000,Diesel,First,495000
3469,Maruti Swift VDI,2012,80000,Diesel,First,425000
3470,Mahindra XUV500 W6,2017,41290,Diesel,Second,1094000
3471,BMW 5 Series,2013,65000,Diesel,First,2126000
3472,Toyota Corolla Altis,2016,16471,Petrol,Second,1150000
3473,Hyundai i20 Asta,2015,54339,Diesel,Second,600000
3474,Mahindra KUV 100,2016,24025,Petrol,First,409999
3475,Maruti Alto 800,2013,24027,Petrol,First,200999
3476,Fiat Punto EVO,2010,59270,Petrol,First,260000
3477,Maruti Wagon R,2012,40000,Petrol,First,235000
3478,Mitsubishi Pajero 4X4,2012,155566,Diesel,Second,915000
3479,Honda Brio EX,2013,42320,Petrol,First,290000
3480,Hyundai i20 Asta,2017,24153,Diesel,Second,918000
3481,Hyundai Creta 1.6,2016,27000,Petrol,First,1145000
3482,Maruti Alto Green,2012,92000,CNG,Second,210000
3483,Honda Amaze S,2017,61795,Petrol,First,553000
3484,Mahindra KUV 100,2016,13500,Petrol,First,375000
3485,Honda City i-VTEC,2018,4500,Petrol,First,1250000
3486,Mahindra XUV500 AT,2017,23000,Diesel,First,1550000
3487,Hyundai Santro GLS,2011,65400,Petrol,First,210000
3488,Mercedes-Benz New C-Class,2013,80578,Diesel,Second,1450000
3489,Renault Duster 110PS,2017,42646,Diesel,First,1246000
3490,Volkswagen Polo 1.2,2014,30000,Petrol,Second,525000
3491,BMW 5 Series,2012,90000,Diesel,First,1450000
3492,Mercedes-Benz S Class,2009,98000,Diesel,Second,2500000
3493,Hyundai Santro GLS,2012,66400,Petrol,First,266000
3494,Jaguar XJ 3.0L,2012,50000,Diesel,First,4500000
3495,Maruti Swift VDI,2015,63310,Diesel,First,509999
3496,Honda Amaze S,2014,66000,Diesel,First,350000
3497,BMW 3 Series,2011,74000,Diesel,Second,1250000
3498,Hyundai Verna 1.4,2012,93000,Diesel,First,555000
3499,Toyota Fortuner 4x2,2015,70000,Diesel,First,1948000
3500,Maruti Swift VXI,2012,48772,Petrol,First,391000
3501,Chevrolet Beat LS,2010,66000,Petrol,First,219000
3502,Hyundai Grand i10,2017,27417,Petrol,First,689000
3503,Ford Figo Petrol,2011,51593,Petrol,Second,347000
3504,Nissan Teana 230jM,2008,86340,Petrol,Second,325000
3505,Maruti Swift VXI,2010,75000,Petrol,First,285000
3506,Audi A4 35,2016,39237,Diesel,First,2564000
3507,Honda City V,2018,11966,Petrol,First,1027999
3508,Honda Jazz V,2015,37000,Petrol,First,630000
3509,Volkswagen Polo 1.5,2014,70920,Diesel,First,475000
3510,Nissan Terrano XL,2013,65280,Diesel,First,580000
3511,Land Rover Discovery,2016,62000,Diesel,First,4450000
3512,Hyundai i20 Magna,2014,44525,Petrol,First,465000
3513,Honda City 1.5,2009,86863,Petrol,First,360000
3514,Mahindra XUV500 W10,2015,102626,Diesel,First,1225000
3515,Jeep Compass 2.0,2017,45000,Diesel,First,2000000
3516,Mahindra XUV500 W10,2017,22000,Diesel,First,1600000
3517,Mahindra Scorpio VLX,2011,108905,Diesel,Second,621000
3518,Datsun GO Plus,2016,12800,Petrol,First,325000
3519,Mahindra Scorpio S6,2016,32000,Diesel,First,975000
3520,Honda Amaze S,2014,39000,Petrol,First,445000
3521,Honda City i-DTEC,2017,42000,Diesel,First,1200000
3522,Tata Indigo GLE,2008,73000,Petrol,First,80000
3523,Hyundai Grand i10,2018,48000,Diesel,First,595000
3524,Maruti Alto 800,2015,18000,CNG,First,300000
3525,Hyundai Verna 1.4,2014,19000,Petrol,First,525000
3526,Toyota Innova Crysta,2019,33598,Diesel,First,2220000
3527,BMW X1 sDrive20d,2012,63000,Diesel,First,1350000
3528,Volkswagen Jetta 2013-2015,2015,48000,Diesel,First,1350000
3529,Ford Figo Diesel,2014,66000,Diesel,First,347000
3530,Mahindra Ssangyong Rexton,2013,80000,Diesel,Second,950000
3531,Volkswagen Vento Petrol,2011,37000,Petrol,First,480000
3532,Skoda Rapid 1.6,2016,35058,Petrol,First,654000
3533,Volkswagen Polo Petrol,2012,52000,Petrol,First,310000
3534,Maruti S Cross,2015,61313,Diesel,First,799000
3535,Toyota Corolla Altis,2009,45000,Petrol,Second,330000
3536,Maruti Ertiga ZDI,2015,74000,Diesel,First,875000
3537,Hyundai i10 Asta,2013,89000,Petrol,First,419000
3538,Mercedes-Benz CLA 200,2019,13414,Diesel,First,3077000
3539,Honda City ZX,2006,95000,Petrol,Second,211000
3540,Mahindra KUV 100,2018,15900,Petrol,First,625000
3541,Toyota Fortuner 3.0,2011,151000,Diesel,First,1140000
3542,Honda City 1.5,2011,65000,Petrol,First,520000
3543,Audi A6 35,2017,36824,Diesel,First,3984000
3544,Ford Figo Diesel,2013,65287,Diesel,First,445000
3545,Mercedes-Benz GLA Class,2014,52000,Diesel,First,1950000
3546,Chevrolet Aveo U-VA,2007,33000,Petrol,First,175000
3547,Ford Figo 2015-2019,2016,71000,Diesel,First,509999
3548,Hyundai Elantra CRDi,2013,71000,Diesel,First,680000
3549,Maruti Baleno Zeta,2016,20000,Petrol,First,574000
3550,Maruti Swift LXi,2010,71000,Petrol,First,330000
3551,Mercedes-Benz CLS-Class 2006-2010,2010,29000,Diesel,First,3200000
3552,BMW 3 Series,2016,27000,Diesel,First,3500000
3553,Maruti Dzire AMT,2017,19000,Diesel,First,890000
3554,Hyundai Verna 1.6,2011,58000,Petrol,Second,400000
3555,Jeep Compass 2.0,2018,42203,Diesel,First,1946000
3556,Hyundai Sonata Embera,2009,94000,Diesel,First,525000
3557,Maruti Eeco 5,2013,52000,CNG,Second,260000
3558,Tata Nexon 1.5,2018,4900,Diesel,First,922000
3559,Hyundai EON Era,2013,70000,Petrol,First,180000
3560,Tata Indica DLS,2005,100000,Diesel,Second,130000
3561,BMW 5 Series,2015,65266,Diesel,First,3175000
3562,Maruti Ertiga VDI,2014,54569,Diesel,First,599000
3563,Honda Amaze E,2015,51361,Petrol,First,494000
3564,Ford Fiesta 1.4,2007,125000,Petrol,Third,150000
3565,Honda Civic 2006-2010,2008,66000,Petrol,Third,325000
3566,Maruti Wagon R,2007,65047,LPG,First,195000
3567,Maruti Ertiga ZDI,2014,22281,Diesel,First,650000
3568,Hyundai Grand i10,2013,63210,Diesel,First,371000
3569,Hyundai Xcent 1.2,2018,31000,Petrol,First,500000
3570,Hyundai i10 Era,2008,60000,Petrol,First,199000
3571,Honda Amaze S,2017,32006,Petrol,First,425000
3572,Audi A6 2.7,2009,78000,Diesel,First,800000
3573,Hyundai i10 Magna,2011,9489,Petrol,First,295000
3574,Renault KWID RXT,2018,5000,Petrol,First,350000
3575,Audi A4 New,2012,60000,Diesel,Second,1600000
3576,Maruti Alto 800,2015,50000,Petrol,First,275000
3577,Honda City i,2015,53000,Petrol,First,695000
3578,Mercedes-Benz New C-Class,2011,64000,Petrol,Second,1250000
3579,Audi Q5 3.0,2017,43827,Diesel,First,3683000
3580,Volkswagen Polo 1.2,2011,36431,Petrol,First,270000
3581,Hyundai Creta 1.4,2017,35000,Diesel,First,990000
3582,Honda City 1.5,2011,94832,Petrol,First,383000
3583,Honda City 1.5,2012,88381,Petrol,First,525000
3584,Maruti S Cross,2016,45194,Diesel,First,775000
3585,Maruti SX4 Vxi,2010,66000,Petrol,Second,246000
3586,Maruti Swift Dzire,2014,38578,Diesel,First,396000
3587,Maruti Ertiga ZDI,2015,40000,Diesel,First,825000
3588,Hyundai i20 1.2,2018,20632,Petrol,First,758000
3589,Hyundai Grand i10,2014,73042,Diesel,First,399000
3590,Honda City i,2014,54257,Petrol,First,625000
3591,Skoda Rapid 1.6,2013,93000,Diesel,First,500000
3592,Mercedes-Benz E-Class E270,2005,102000,Diesel,Second,465000
3593,Hyundai Santa Fe,2016,28881,Diesel,First,2137000
3594,Maruti Alto LXi,2007,52195,Petrol,First,175000
3595,ISUZU D-MAX V-Cross,2018,20422,Diesel,First,1609000
3596,Hyundai Verna 1.4,2012,38000,Diesel,First,409999
3597,Ford Figo Diesel,2015,92885,Diesel,First,356000
3598,Honda City 1.5,2010,43000,Petrol,Second,421000
3599,Maruti Swift VDI,2016,70478,Diesel,First,686000
3600,Hyundai Verna 1.6,2015,57000,Diesel,First,660000
3601,Hyundai Creta 1.6,2018,32434,Petrol,First,1435000
3602,Ford Ecosport 1.5,2017,32000,Diesel,First,950000
3603,BMW X6 xDrive30d,2011,59000,Diesel,First,2190000
3604,BMW 5 Series,2016,76467,Diesel,First,3045000
3605,Ford Figo Aspire,2016,100000,Diesel,First,509999
3606,Hyundai Verna VTVT,2013,37086,Petrol,First,544000
3607,Ford Ikon 1.4,2010,135000,Diesel,First,160000
3608,Audi A6 2011-2015,2014,54862,Diesel,First,1667000
3609,Honda CR-V Sport,2010,67758,Petrol,First,950000
3610,Hyundai i20 2015-2017,2012,56200,Petrol,First,385000
3611,Toyota Fortuner 2.8,2011,169006,Diesel,First,1064000
3612,Renault KWID RXT,2016,20229,Petrol,First,350000
3613,Chevrolet Spark 1.0,2008,62000,Petrol,Third,110000
3614,Hyundai Verna Transform,2011,51500,Petrol,Second,260000
3615,BMW 3 Series,2012,69000,Diesel,First,1850000
3616,Hyundai Santro Xing,2004,167000,Petrol,First,135000
3617,Maruti Swift Dzire,2015,62476,Diesel,First,795000
3618,Hyundai Xcent 1.2,2017,60500,Diesel,First,549000
3619,Honda Jazz V,2017,17978,Petrol,First,695000
3620,Tata Indigo LS,2008,300000,Diesel,First,100000
3621,Ford Fiesta Classic,2013,123000,Diesel,Second,445000
3622,Maruti S-Cross Alpha,2016,45296,Diesel,First,699000
3623,Maruti SX4 Zxi,2008,77325,Petrol,First,351000
3624,Maruti Baleno Zeta,2018,25858,Petrol,First,754000
3625,Maruti Ritz LDi,2016,120000,Diesel,First,365000
3626,Hyundai Elantra CRDi,2016,22000,Diesel,First,1600000
3627,Chevrolet Spark 1.0,2012,11000,Petrol,First,140000
3628,Hyundai i20 1.2,2017,3900,Petrol,First,645000
3629,Hyundai Xcent 1.1,2016,106092,Diesel,First,440000
3630,Honda Jazz 1.2,2015,27000,Petrol,First,595000
3631,Honda Brio S,2013,11000,Petrol,First,390000
3632,Mercedes-Benz E-Class E250,2016,39753,Diesel,First,3528000
3633,Tata Hexa XT,2017,39800,Diesel,First,1425000
3634,Hyundai Xcent 1.1,2017,73000,Diesel,First,450000
3635,Ford Ecosport 1.5,2015,55000,Diesel,First,750000
3636,Tata Nano XTA,2017,18351,Petrol,First,341000
3637,Honda Brio VX,2013,45000,Petrol,Second,325000
3638,Maruti Ertiga SHVS,2016,112200,Diesel,First,830000
3639,Hyundai i10 Sportz,2010,29000,Petrol,First,345000
3640,Hyundai Santro Xing,2007,57309,Petrol,First,210000
3641,Mahindra XUV500 W10,2015,53392,Diesel,First,1195000
3642,Volkswagen Vento Diesel,2010,71000,Diesel,First,425000
3643,Tata Safari Storme,2014,93000,Diesel,First,825000
3644,Honda Accord 2.4,2010,119000,Petrol,First,595000
3645,Maruti Eeco 7,2016,42225,Petrol,First,430000
3646,Maruti Swift VDI,2012,65000,Diesel,First,390000
3647,Maruti Baleno Zeta,2016,27809,Petrol,First,641000
3648,Mahindra XUV500 W8,2015,65100,Diesel,First,836000
3649,Hyundai Xcent 1.2,2014,51000,Petrol,First,385000
3650,Mercedes-Benz New C-Class,2017,10000,Diesel,First,3600000
3651,Skoda Superb 1.8,2011,54895,Petrol,First,750000
3652,Volkswagen CrossPolo 1.5,2015,80768,Diesel,First,570000
3653,Maruti Ignis 1.2,2019,12076,Petrol,First,550000
3654,Maruti Swift VDI,2016,49000,Diesel,First,590000
3655,Honda City i,2015,42366,Petrol,First,775000
3656,BMW 5 Series,2010,68000,Diesel,First,1800000
3657,Skoda Laura Ambiente,2008,122397,Diesel,First,440000
3658,Volkswagen Polo GT,2017,50534,Petrol,First,827000
3659,Renault Duster 85PS,2014,55300,Diesel,First,475000
3660,Honda City 1.5,2008,73095,Petrol,First,380000
3661,Volkswagen Vento Diesel,2011,51100,Diesel,First,340000
3662,Hyundai Grand i10,2016,13436,Petrol,Second,470000
3663,Ford Fiesta 1.4,2008,76000,Petrol,Second,149000
3664,Hyundai Xcent 1.1,2016,63141,Diesel,Second,450000
3665,Honda Amaze VX,2014,74885,Diesel,First,540000
3666,Honda City i,2016,14000,Petrol,First,1150000
3667,Renault Fluence 1.5,2012,56000,Diesel,Second,350000
3668,BMW 5 Series,2010,46000,Diesel,First,1650000
3669,Maruti SX4 ZXI,2012,51800,Petrol,First,390000
3670,Honda City ZX,2007,81000,Petrol,First,325000
3671,Volkswagen Ameo 1.2,2018,17370,Petrol,First,584000
3672,Volkswagen Ameo 1.2,2016,18456,Petrol,First,575000
3673,Audi A4 2.0,2010,59000,Diesel,First,1000000
3674,Maruti Wagon R,2006,141537,Petrol,Second,105000
3675,Hyundai Verna SX,2013,51000,Diesel,First,564000
3676,Mercedes-Benz GLC 220d,2019,29311,Diesel,First,5097000
3677,BMW 3 Series,2016,31000,Diesel,First,2995000
3678,Honda Mobilio V,2014,80000,Diesel,Second,484999
3679,Hyundai Creta 1.6,2016,33000,Diesel,First,1450000
3680,Honda City 1.5,2011,71556,Petrol,First,550000
3681,Ford Fiesta 1.4,2011,85000,Diesel,First,320000
3682,Maruti Swift Dzire,2016,91000,Diesel,First,450000
3683,Mercedes-Benz E-Class E250,2015,73187,Diesel,First,3072000
3684,Chevrolet Captiva LT,2009,232000,Diesel,First,350000
3685,Toyota Innova 2.5,2007,127079,Diesel,First,699000
3686,Mahindra Quanto C8,2014,58816,Diesel,First,345000
3687,Honda City i,2015,63818,Petrol,First,657000
3688,Audi A4 2.0,2014,40000,Diesel,First,1750000
3689,Volkswagen Polo Diesel,2013,77445,Diesel,First,375000
3690,Ford EcoSport 1.5,2017,14000,Petrol,First,999000
3691,Toyota Innova 2.5,2012,85122,Diesel,First,819999
3692,Honda City 1.5,2005,123000,Petrol,Third,110000
3693,Maruti SX4 Green,2015,61000,CNG,First,389000
3694,Maruti Alto 800,2015,63714,Petrol,First,245000
3695,Mercedes-Benz M-Class ML,2009,53000,Diesel,First,1375000
3696,Maruti Swift Dzire,2017,60000,Diesel,First,300000
3697,Maruti Vitara Brezza,2017,33000,Diesel,First,925000
3698,Volvo S60 D5,2013,31000,Diesel,First,1764999
3699,Toyota Fortuner 4x2,2014,79000,Diesel,First,1825000
3700,Hyundai i20 Sportz,2013,67914,Diesel,First,345000
3701,Audi A4 35,2015,58970,Diesel,First,2375000
3702,Nissan Terrano XV,2013,60000,Diesel,Second,545000
3703,Maruti Celerio ZXI,2017,35225,Petrol,First,525000
3704,Maruti Esteem Vxi,2005,69496,Petrol,First,110000
3705,Hyundai i10 Sportz,2012,62282,Petrol,First,290000
3706,BMW 3 Series,2010,80000,Diesel,First,1420000
3707,Hyundai Grand i10,2018,43698,Petrol,First,580000
3708,Hyundai Grand i10,2017,28052,Petrol,First,722000
3709,Hyundai Grand i10,2016,29091,Petrol,First,487000
3710,Volkswagen Polo 1.2,2013,63000,Petrol,First,330000
3711,Honda City ZX,2007,91000,Petrol,Second,300000
3712,Mercedes-Benz GLA Class,2014,30000,Diesel,First,2600000
3713,Maruti Omni 8,2017,24571,Petrol,First,290000
3714,Hyundai Verna 1.6,2014,45000,Petrol,First,750000
3715,Maruti Alto 800,2015,24617,Petrol,First,236000
3716,Maruti Vitara Brezza,2017,26927,Diesel,First,1139000
3717,Mahindra XUV500 W8,2013,87736,Diesel,First,702000
3718,Maruti Vitara Brezza,2016,35299,Diesel,First,800000
3719,Hyundai i20 1.2,2017,51612,Petrol,First,711000
3720,Mercedes-Benz E-Class 250,1998,55300,Diesel,First,390000
3721,Maruti Alto LXi,2009,65090,Petrol,First,215000
3722,Honda Amaze S,2013,40000,Petrol,First,325000
3723,Hyundai Grand i10,2013,71904,Diesel,First,461000
3724,Honda Civic 2006-2010,2008,87000,Petrol,First,235000
3725,Hyundai Grand i10,2014,33000,Diesel,Second,405000
3726,Maruti 800 AC,2009,22100,Petrol,Second,80000
3727,Toyota Etios Liva,2014,59589,Diesel,First,560000
3728,Hyundai i20 Magna,2015,44000,Diesel,First,535000
3729,Maruti Alto K10,2017,12000,Petrol,First,325000
3730,BMW X1 sDrive20d,2012,66000,Diesel,Second,1150000
3731,Maruti Celerio VXI,2016,38009,Petrol,First,425000
3732,Skoda Superb Elegance,2009,35000,Petrol,Second,445000
3733,Mahindra Xylo E4,2009,70000,Diesel,First,285000
3734,Mahindra XUV500 W8,2014,86000,Diesel,First,785000
3735,Maruti Swift Dzire,2016,32000,Petrol,First,530000
3736,Ford Ecosport 1.0,2017,15000,Petrol,First,800000
3737,Toyota Corolla Altis,2014,69918,Diesel,First,943000
3738,Hyundai i20 2015-2017,2012,39000,Petrol,First,275000
3739,Renault Captur 1.5,2018,1011,Diesel,First,1350000
3740,Mercedes-Benz E-Class 280,2009,85000,Diesel,First,999000
3741,Maruti Baleno RS,2017,46663,Petrol,First,695000
3742,Nissan Sunny 2011-2014,2015,27000,Petrol,First,675000
3743,Hyundai Grand i10,2015,15000,Petrol,First,550000
3744,Maruti Ciaz Zeta,2018,10575,Petrol,First,918000
3745,Hyundai Xcent 1.2,2014,12500,Petrol,First,415000
3746,Hyundai Verna 1.6,2012,52000,Diesel,First,650000
3747,Maruti Wagon R,2015,49818,Petrol,First,411000
3748,Hyundai Verna CRDi,2008,90000,Diesel,Second,225000
3749,Toyota Etios Liva,2015,52207,Petrol,First,455999
3750,Mahindra Xylo E4,2013,167362,Diesel,First,400000
3751,Toyota Etios Liva,2015,49894,Diesel,First,527000
3752,Mahindra Thar DI,2019,13024,Diesel,First,911000
3753,Nissan X-Trail SLX,2010,128000,Diesel,Second,620000
3754,Toyota Innova Crysta,2017,26023,Diesel,First,1997000
3755,Hyundai Creta 1.4,2016,42784,Diesel,First,1017000
3756,Maruti Swift VDI,2014,115000,Diesel,First,450000
3757,Hyundai Verna 1.6,2019,30529,Diesel,First,1428000
3758,Maruti Alto LXi,2012,14814,Petrol,Second,247000
3759,Maruti S Cross,2016,58000,Diesel,First,790000
3760,Hyundai EON Era,2011,68128,Petrol,First,229999
3761,Nissan Terrano XL,2013,63220,Petrol,First,650000
3762,Hyundai EON Era,2016,30000,Petrol,First,325000
3763,Tata Zest Quadrajet,2017,27768,Diesel,First,585000
3764,Mercedes-Benz E-Class 2009-2013,2014,53000,Diesel,Second,2900000
3765,Audi Q5 2.0,2014,87652,Diesel,Second,2571000
3766,Ford Fiesta 1.6,2008,94873,Petrol,Second,185000
3767,BMW 3 Series,2015,56000,Diesel,First,2275000
3768,Maruti Baleno RS,2018,18678,Petrol,First,832000
3769,Mercedes-Benz E-Class 2009-2013,2014,30000,Diesel,First,2600000
3770,Ford Endeavour Hurricane,2012,129000,Diesel,First,700000
3771,Hyundai i10 Sportz,2013,59000,Petrol,First,345000
3772,Hyundai Grand i10,2017,13000,Petrol,First,515000
3773,Honda Brio S,2014,74325,Petrol,First,351000
3774,Hyundai i20 Magna,2015,45000,Diesel,First,345000
3775,Volkswagen Polo Petrol,2013,57000,Petrol,First,375000
3776,Honda City 1.5,2001,125943,Petrol,Second,145000
3777,Skoda Octavia Ambiente,2008,80000,Diesel,First,220000
3778,Ford Endeavour 2.5L,2010,154000,Diesel,First,799000
3779,Chevrolet Cruze LTZ,2013,62000,Diesel,Second,675000
3780,Honda CR-V AT,2013,27000,Petrol,First,1199000
3781,Honda Mobilio V,2014,45000,Diesel,First,500000
3782,Maruti Ertiga VDI,2012,105000,Diesel,Second,590000
3783,Hyundai Grand i10,2013,26000,Petrol,First,375000
3784,Jaguar XF 3.0,2014,30900,Diesel,First,2950000
3785,Honda Amaze VX,2014,48000,Petrol,First,475000
3786,Audi A6 2.7,2011,112719,Diesel,First,1150000
3787,Hyundai i20 1.2,2017,5000,Petrol,First,695000
3788,Volkswagen Ameo 1.2,2016,16000,Petrol,First,540000
3789,Renault Fluence 2.0,2011,63000,Petrol,First,475000
3790,Maruti Alto K10,2011,28300,Petrol,First,215000
3791,Maruti Alto Std,2005,49000,Petrol,First,90000
3792,Maruti Wagon R,2016,12501,Petrol,First,350000
3793,Fiat Linea 1.3,2016,56628,Diesel,First,585000
3794,Maruti Swift Dzire,2010,105000,Diesel,First,315000
3795,Renault Scala Diesel,2016,52126,Diesel,First,600000
3796,Hyundai i20 Magna,2010,38000,Petrol,First,223000
3797,Hyundai Xcent 1.2,2016,50000,Petrol,First,250000
3798,Maruti Wagon R,2015,50230,Petrol,First,387000
3799,Mahindra XUV500 W8,2014,31000,Diesel,First,950000
3800,Toyota Fortuner 4x2,2014,79000,Diesel,First,1775000
3801,Renault Duster 110PS,2012,130000,Diesel,First,375000
3802,Hyundai Santro Xing,2010,115000,Petrol,Second,150000
3803,Hyundai Verna 1.6,2013,41500,Petrol,Second,500000
3804,BMW X1 sDrive,2014,54385,Diesel,Second,1700000
3805,Honda Civic 2006-2010,2011,56361,Petrol,First,438000
3806,Audi A6 35,2018,22000,Petrol,First,4150000
3807,Maruti Wagon R,2017,8000,Petrol,First,300000
3808,Maruti Vitara Brezza,2018,28741,Diesel,First,1100000
3809,Land Rover Discovery,2012,117236,Diesel,Second,1400000
3810,Maruti Dzire New,2016,30500,Diesel,First,765000
